day,group,price
2024-07-28,high,102.3
2025-01-31,high,105.96
2024-06-27,high,107.11
2024-07-27,high,107.79
2024-06-16,high,110.04
2024-06-30,high,110.87
2025-01-01,high,111.4
2024-06-23,high,111.53
2025-05-25,high,111.79
2024-06-19,high,111.99
2025-03-21,high,111.99
2025-03-22,high,111.99
2025-03-23,high,111.99
2025-03-24,high,111.99
2025-03-28,high,111.99
2025-04-12,high,111.99
2025-04-21,high,111.99
2025-04-22,high,111.99
2025-05-01,high,111.99
2025-05-04,high,111.99
2025-06-05,high,111.99
2025-06-07,high,111.99
2025-06-11,high,111.99
2024-06-22,high,113.09
2024-06-15,high,113.77
2024-06-28,high,114.02
2024-06-29,high,118.39
2024-06-20,high,120.87
2024-06-24,high,122.3
2024-06-17,high,126.28
2025-01-03,high,127.99
2025-05-02,high,127.99
2025-06-02,high,127.99
2025-06-12,high,127.99
2025-06-14,high,127.99
2024-12-21,high,139.97
2024-06-21,high,141.11
2025-03-16,high,146.99
2025-05-30,high,146.99
2025-06-01,high,146.99
2024-12-23,high,158.4
2025-01-02,high,158.4
2024-06-14,high,166.39
2025-05-29,high,168.99
2024-12-31,high,238.63
