day,group,price
2025-03-08,medium,83.99
2025-03-09,medium,83.99
2025-04-30,medium,83.99
2025-05-18,medium,83.99
2024-07-26,medium,84.27
2024-09-06,medium,84.27
2024-06-13,medium,84.38
2024-09-04,medium,84.48
2024-06-14,medium,84.67
2024-07-04,medium,84.99
2024-06-07,medium,85.0
2025-03-14,medium,85.79
2024-06-30,medium,85.92
2024-07-01,medium,85.96
2024-06-09,medium,86.0
2024-06-20,medium,86.0
2024-07-14,medium,86.9
2024-05-29,medium,87.15
2024-08-30,medium,87.23
2024-06-27,medium,87.28
2024-06-06,medium,87.59
2024-06-03,medium,88.77
2024-06-21,medium,89.73
2025-03-11,medium,89.95
2025-03-12,medium,89.95
2024-12-14,medium,90.0
2024-11-14,medium,90.07
2024-11-02,medium,90.13
2025-01-30,medium,90.13
2024-09-18,medium,90.99
2024-06-28,medium,91.48
2024-10-31,medium,91.48
2024-09-29,medium,91.99
2024-06-23,medium,93.83
2024-06-02,high,94.0
2025-02-08,high,94.04
2025-02-20,high,94.04
2024-07-05,high,94.3
2024-10-27,high,94.99
2024-05-25,high,95.0
2024-07-19,high,95.39
2024-11-01,high,95.99
2024-11-05,high,95.99
2024-12-13,high,95.99
2025-02-09,high,95.99
2025-02-28,high,95.99
2025-03-07,high,95.99
2025-05-03,high,95.99
2024-06-01,high,96.49
2024-11-03,high,97.61
2024-10-28,high,100.06
2024-11-21,high,101.04
2024-05-30,high,102.45
2024-05-27,high,104.45
2024-07-12,high,107.13
2025-04-10,high,107.28
2024-10-25,high,107.52
2025-03-27,high,108.31
2025-04-16,high,108.99
2025-05-01,high,108.99
2024-08-02,high,109.31
2024-10-26,high,110.13
2025-01-01,high,110.4
2025-03-06,high,111.95
2025-04-19,high,112.42
2025-01-31,high,115.13
2025-01-02,high,118.76
2025-04-18,high,124.64
2024-05-28,high,124.76
2024-12-15,high,124.99
2024-12-18,high,124.99
2025-03-29,high,124.99
2025-04-21,high,124.99
2025-04-22,high,124.99
2025-04-23,high,124.99
2025-05-22,high,124.99
2025-04-24,high,125.99
2025-01-03,high,126.91
2024-12-31,high,127.13
2025-04-11,high,128.56
2025-02-15,high,128.58
2025-04-12,high,128.62
2024-05-26,high,132.0
2024-12-23,high,132.0
2024-12-24,high,132.16
2025-02-14,high,133.13
2024-05-31,high,135.84
2025-02-13,high,139.13
2024-12-25,high,140.4
2024-12-19,high,141.0
2025-03-28,high,141.99
2024-05-24,high,142.76
2025-05-02,high,142.99
2025-03-15,high,146.4
2024-12-29,high,146.69
2024-12-27,high,150.0
2024-12-28,high,150.0
2024-12-22,high,155.93
2024-12-21,high,156.0
2024-12-20,high,159.93
2024-12-26,high,167.67
2025-04-13,high,185.99
2025-04-17,high,185.99
2025-04-20,high,185.99
2025-04-27,high,185.99
2024-10-29,high,194.31
2024-12-30,high,202.4
2025-03-16,high,202.71
2025-03-20,high,207.27
2024-05-23,high,273.7
